subject,menu,choice
random182,E,
random182,D,D
random182,"A,D,E",
random182,"B,D",
random183,D,
random183,"C,E",E
random183,"A,B,C,E","B,C"
random183,"A,C",A
random183,"B,C,D,E","B,C,D"
random183,B,B
random183,"B,D",B
random183,"A,B,E","A,B,E"
random183,"B,C,D",B
random183,"B,C,E","B,C,E"
random183,"C,E",
random183,"C,E",
random183,"A,B,C,D,E","A,C,D"
random183,"A,C,E","A,E"
random183,"B,D,E",B
random183,"B,C,E","B,E"
random183,"A,C,D",C
random183,"A,B,C,D,E","A,B,E"
random183,"A,B,C,D,E","B,D,E"
random183,"C,E",C
random183,"A,B,D",
random183,"B,E",
random183,"C,E",
random183,"A,B,C","B,C"
random183,"B,D",
random183,"A,C,D",
random183,"A,B,D",D
random183,"B,D","B,D"
random183,B,
random183,"A,B,E","B,E"
random183,"B,E","B,E"
random183,"B,C,D,E","B,D,E"
random184,"B,D,E",
random184,"A,D,E","A,E"
random184,"A,B,D","B,D"
random184,"D,E",
random184,"B,C,D,E","B,C,E"
random184,"A,D,E",E
random184,"A,B,C",B
random184,E,
random184,"B,C,D,E","B,C"
random184,"A,B,E","B,E"
random184,"A,B,C,D,E","C,E"
random184,"A,B,D","A,B,D"
random184,"A,B,C,D",D
random184,"B,D,E",
random184,"A,E",E
random184,"A,E",
random184,"C,D",C
random184,"B,C,E",E
random184,"C,E",C
random184,"A,B,C,D","A,B,C"
random184,"A,D,E",
random184,"A,B,C,E",A
random184,"A,C","A,C"
random184,"A,B,E","B,E"
random184,"B,E",B
random184,"A,B,C,D,E",
random184,"A,D",A
random184,"A,C,E",
random184,"B,E",E
random184,"B,C",
random184,"A,B,E",A
random184,"A,C,D,E","C,D,E"
random185,"A,C",
random185,A,A
random185,A,A
random185,"A,B,E","A,B"
random185,"D,E",D
random185,"B,E",
random185,"A,C,D","C,D"
random185,"A,B,C",C
random185,"A,B",B
random185,"A,B,C","A,B,C"
random185,"C,D","C,D"
random185,"A,B,C,D","B,C"
random185,"B,C,D,E",
random185,"C,E","C,E"
random185,"A,C,D,E","A,C,D,E"
random185,"B,D","B,D"
random185,"A,E",
random185,"A,C,D,E","A,C,E"
random185,"B,C,D,E",
random185,"A,B,D","B,D"
random185,"A,B",A
random185,"A,C,E",A
random185,"A,D,E",
random185,B,B
random185,"A,D,E","D,E"
random185,B,
random185,"A,B,D,E",
random185,"A,B,C,D",
random185,"A,D,E",
random185,"A,B,D,E",A
random185,"B,C,D,E","B,C"
random185,"B,D","B,D"
random186,"A,D,E",E
random186,"B,C,D,E","B,D,E"
random186,"B,D",B
random186,D,
random186,"B,E",
random186,"A,B,C,E","A,C"
random186,"C,D",
random186,"B,C,E",E
random186,"A,C,D",A
random186,"A,D",A
random186,D,D
random186,"B,C,E",
random186,"B,D",B
random186,"B,C,D,E",C
random186,"A,E",A
random186,"A,C,D,E",
random186,"A,B,C","A,B,C"
random186,"A,D",A
random186,"B,C",C
random186,C,
random186,"A,B",
random186,"A,B,D",D
random186,"A,B,D,E","B,D"
random186,"A,D","A,D"
random186,"A,B,C",
random186,"B,D,E",
random186,"A,E",
random186,"B,C",
random186,"A,C,E",
random186,"A,C,D,E",
random186,"C,D,E",
random186,C,
random187,A,
random187,"A,D",
random187,"A,B,E",B
random187,"D,E","D,E"
random187,"C,E",
random187,"A,B,E",A
random187,"C,E","C,E"
random187,"A,C,D,E","C,D,E"
random187,"A,D","A,D"
random187,"A,B,C,D",
random187,"B,C,D","B,D"
random187,"B,E",B
random187,"A,B,D,E","A,E"
random187,"A,B","A,B"
random187,"C,D,E","C,D,E"
random187,C,
random187,"A,C,D",A
random187,"D,E",E
random187,"A,C,D,E",
random187,"C,E",E
random187,"A,C,D","A,C"
random187,"A,B,C,D,E","A,B,E"
random187,"B,E",
random187,"B,C,D","B,C,D"
random187,"A,C,E","A,C"
random187,"B,C",C
random187,"A,D,E","A,D,E"
random187,"A,D",A
random187,"A,E",
random187,"A,C,E","C,E"
random187,"A,D,E","D,E"
random187,D,
random188,"A,B,C,D,E",
random188,"A,B,C,D","A,B,C,D"
random188,"A,D",D
random188,"B,C,D",
random188,"A,D","A,D"
random188,"B,C,D","C,D"
random188,B,
random188,"D,E",E
random188,"A,B,D",
random188,"B,D",
random188,"B,D,E","B,D"
random188,D,D
random188,"A,B,C",
random188,"A,B,C",
random188,"B,C",C
random188,"B,C,E",E
random188,"C,D",
random188,"C,D",C
random188,C,C
random188,B,B
random188,"A,B,E","A,B,E"
random188,"A,D",
random188,E,E
random188,"B,C,D,E",D
random188,"A,B,D,E",A
random188,"B,D,E",B
random188,"B,C,E",C
random188,"A,B,E","A,B"
random188,"C,D",C
random188,"C,D,E",D
random188,"B,C,D,E",
random188,D,
random189,"A,B,D",B
random189,"D,E","D,E"
random189,"A,C,D,E","A,E"
random189,"A,C,D","A,D"
random189,"A,C,D",C
random189,"C,D,E","C,D"
random189,"B,D",D
random189,"A,C,D","A,C"
random189,"A,C,E",
random189,"A,B,C",B
random189,"A,B,C,D",
random189,E,
random189,"A,B,C,D,E",
random189,"A,B",A
random189,A,
random189,"A,C,D","C,D"
random189,"B,C",
random189,"A,E",A
random189,"A,B,C,D,E",
random189,"B,C,D,E","C,D"
random189,"B,E","B,E"
random189,"A,B,E",A
random189,"A,B,C","A,B"
random189,"B,C,E",
random189,"B,D",
random189,"A,B,C,D,E","A,B"
random189,"A,C,E",A
random189,"A,D",A
random189,"C,E",
random189,"B,C,D","B,C"
random189,"C,E",E
random189,"A,B,D,E",
random190,A,A
random190,"A,B,E",
random190,"A,B,C,D",C
random190,"C,D",D
random190,"C,D",
random190,C,
random190,"A,B,C,D","B,C"
random190,"B,D",D
random190,"A,B,C,D,E","A,C,D,E"
random190,"A,C",C
random190,C,C
random190,"A,B",B
random190,B,
random190,"C,D",
random190,A,
random190,"A,B",A
random190,"A,B,D,E",
random190,"A,B,C,E",E
random190,"D,E",
random190,"A,C,D",D
random190,"C,E",
random190,C,C
random190,"A,B,C,D,E","B,C,D"
random190,"D,E",D
random190,"D,E",
random190,"A,B,C,E","B,C"
random190,"C,D","C,D"
random190,"A,B,D,E",
random190,"A,C,E","A,C,E"
random190,A,
random190,E,E
random190,"A,B,D",D
random191,"B,C,D,E","B,E"
random191,"B,C,D,E","C,D,E"
random191,"A,B,E","A,B"
random191,"A,C,D,E",
random191,"A,C,D,E",E
random191,"B,D,E","B,D"
random191,"B,E",E
random191,"A,B,E","B,E"
random191,"A,D,E",A
random191,"A,D",A
random191,"A,B,D",
random191,"D,E",D
random191,"B,D,E",
random191,"B,D",
random191,"D,E",D
random191,D,
random191,"A,B,D",
random191,"A,B,E",E
random191,"A,B,C,E",
random191,"A,B",
random191,B,B
random191,"A,B,C,D,E","A,D"
random191,"B,C,D,E","B,C"
random191,"A,C,E",
random191,"A,C,D,E",A
random191,E,
random191,E,E
random191,"A,E",E
random191,"B,C,E",C
random191,"A,D",A
random191,C,C
random191,"A,B,D",
random192,"A,C,E","C,E"
random192,"A,B,C,D,E","B,C,D,E"
random192,"A,B,C,D,E","A,B,D"
random192,"A,B,D,E",
random192,"A,C",C
random192,"B,E",
random192,"A,D",
random192,"A,B,C",
random192,"B,E",E
random192,"A,B,C",
random192,"A,B,D","A,D"
random192,"D,E",D
random192,"B,C,D",D
random192,"C,D,E",C
random192,D,
random192,"A,E","A,E"
random192,"B,C",
random192,"A,B,C,D,E",
random192,"B,E",
random192,"A,B,C,D,E",C
random192,"D,E",E
random192,"A,B,E",E
random192,"B,D",D
random192,"B,C,E","B,E"
random192,"B,C",C
random192,"B,E",
random192,"A,C,D",
random192,B,
random192,"D,E",D
random192,"D,E",E
random192,"A,C,E","C,E"
random192,"B,C,D,E","B,C,E"
random193,"A,D,E",
random193,"B,C,D,E","B,C,D,E"
random193,C,C
random193,"C,D",
random193,"A,C,D",
random193,"A,C,D","A,D"
random193,"A,C,D,E","A,D"
random193,"A,B,C","A,B,C"
random193,D,
random193,"A,C,D",C
random193,A,A
random193,"A,C,D,E","A,C,E"
random193,B,
random193,"C,D",
random193,"A,B,E","B,E"
random193,"A,B",B
random193,"A,C,E","A,E"
random193,A,
random193,"B,E",
random193,"B,C,E",
random193,"A,D,E","A,D,E"
random193,"A,C,E",A
random193,"A,B,C,E","B,E"
random193,"A,E",
random193,"C,D,E","C,E"
random193,C,
random193,"B,C","B,C"
random193,"B,E",E
random193,C,C
random193,"A,B,E","A,E"
random193,"D,E",
random193,"A,B,C,D,E",B
random194,"B,D",
random194,"A,B,C","A,B"
random194,"A,B,E",B
random194,D,
random194,"A,B,C","A,B"
random194,D,D
random194,"A,B,C,E",C
random194,"B,E","B,E"
random194,E,E
random194,"B,D,E","D,E"
random194,"B,C,D","B,C"
random194,"A,B,D,E",
random194,"A,B,D,E","D,E"
random194,"A,B,E","B,E"
random194,"C,E",E
random194,"A,B,C",
random194,"A,E",
random194,"A,B,C",A
random194,"A,B,C,E","C,E"
random194,"A,B,C,D","A,B,D"
random194,"A,C,E","A,E"
random194,E,E
random194,"A,D",A
random194,"A,B,C,D,E",
random194,"A,D",A
random194,"A,D,E","A,D"
random194,"A,B,E",E
random194,"C,D,E",C
random194,"B,C","B,C"
random194,E,
random194,"A,E","A,E"
random194,"A,C,D",
random195,"A,B,C","B,C"
random195,E,E
random195,"C,D","C,D"
random195,"C,D",
random195,"C,D",C
random195,"B,C,D","B,C,D"
random195,"A,B,C,D,E","B,D"
random195,"C,E",C
random195,"A,B",
random195,"C,E",
random195,B,
random195,B,B
random195,"B,C",
random195,"C,D",D
random195,"A,C,D,E","A,E"
random195,"A,B,D",D
random195,"A,C",
random195,"A,B,C,E",
random195,"B,E",
random195,A,
random195,D,D
random195,"A,B,C,E",A
random195,C,
random195,C,C
random195,"A,B,C,D",D
random195,"A,B,E","A,E"
random195,"B,D,E",
random195,"A,B",A
random195,"B,E",E
random195,"B,D",D
random195,"B,C,D",C
random195,"B,D",
random196,"B,D",B
random196,"A,B,C,D",D
random196,E,
random196,"A,D,E","A,D,E"
random196,"B,C",C
random196,"C,D,E",E
random196,"B,D,E",D
random196,E,
random196,"A,D,E",
random196,"A,E",E
random196,"B,C,D",D
random196,"A,C",C
random196,A,
random196,"A,B,D","A,D"
random196,"A,B,C,D","B,D"
random196,"A,B,E",E
random196,"B,C,E","C,E"
random196,"B,C,E","C,E"
random196,"A,D,E",D
random196,"B,E",E
random196,"B,D",
random196,D,D
random196,"A,B,D",D
random196,"A,B,C",
random196,"A,B,E","A,E"
random196,"C,D,E","C,E"
random196,"A,E",
random196,A,
random196,"B,C,D","B,C"
random196,"C,D,E",
random196,"A,C,D,E","A,D"
random196,"B,E",B
random197,"A,D,E","D,E"
random197,"A,D",
random197,"A,D",D
random197,E,E
random197,"A,B",A
random197,A,A
random197,"C,D,E",
random197,"A,C","A,C"
random197,"A,C,D,E","A,C"
random197,"B,C",B
random197,"A,C,D",A
random197,"A,B,D",
random197,E,
random197,"A,B,E",B
random197,"C,D,E","C,D,E"
random197,E,
random197,"A,B,C,D","B,C"
random197,"B,C",B
random197,"A,B,C","A,B"
random197,"B,C,D,E","B,D,E"
random197,"B,D",B
random197,"A,B,E",E
random197,C,C
random197,"A,B,E","A,E"
random197,"A,B,C,D","A,B,C,D"
random197,"A,B,C,D,E",
random197,"B,C,D,E","C,D"
random197,"C,E",E
random197,"A,E",A
random197,"C,E","C,E"
random197,"A,B,C,D","A,B"
random197,"A,B,D",D
random198,D,
random198,"A,E",E
random198,"A,B,D,E",
random198,"A,C,D",A
random198,"A,B,C,E",C
random198,"C,E",
random198,"B,C",
random198,"A,B,D","A,B,D"
random198,"A,C,D,E","C,E"
random198,"A,D",D
random198,"A,B,E","A,B"
random198,"A,C,E",E
random198,"C,D,E",E
random198,"A,C,E","C,E"
random198,"A,D","A,D"
random198,"A,E",
random198,"A,B,C,E","B,E"
random198,"B,C,D,E","B,C,D,E"
random198,"A,B,C,D,E","A,B"
random198,"C,D","C,D"
random198,"B,E",B
random198,"B,C,D",B
random198,"B,D","B,D"
random198,"A,E",E
random198,"A,C",C
random198,"A,C,D",A
random198,"A,B",B
random198,"B,C,D,E",D
random198,B,
random198,"A,C,E","A,C,E"
random198,"A,B,D,E",
random198,"C,E",E
random199,"A,B",
random199,D,
random199,"B,C,E","B,E"
random199,E,
random199,"A,B,C,D,E","A,C"
random199,"A,C",
random199,"A,C,E",
random199,C,
random199,"A,B",
random199,"B,C,D,E","C,D"
random199,"B,E","B,E"
random199,"B,C,D","B,D"
random199,"C,E","C,E"
random199,"D,E",E
random199,"A,B","A,B"
random199,"A,B,E","A,B"
random199,"A,B",
random199,"A,C,D",C
random199,D,
random199,A,A
random199,"A,C,D","A,C,D"
random199,"B,C,E",E
random199,"A,C,E",A
random199,D,
random199,"B,E",
random199,"A,B,C,E",
random199,"A,E","A,E"
random199,"A,B",
random199,"A,C,D",
random199,"A,B",
random199,"A,B","A,B"
random199,"A,D,E",E
random200,"A,B,C,D,E",
random200,"A,B,D",
random200,"A,D",
random200,"B,D",D
random200,"C,D","C,D"
random200,"D,E",E
random200,"B,C",
random200,"C,D,E",C
random200,"A,D,E","A,D,E"
random200,"C,D,E","C,D"
random200,"A,D","A,D"
random200,"A,B,C,D",C
random200,"A,C","A,C"
random200,"A,B,D,E","A,B,E"
random200,"A,C,D,E",
random200,A,A
random200,A,A
random200,"B,C,D,E",B
random200,"A,B,D,E","A,B,D"
random200,"A,C,D",D
random200,"B,C,D,E","B,D"
random200,"C,D",
random200,"A,C",
random200,A,
random200,"C,D",C
random200,"A,B,C","A,B"
random200,"A,C",
random200,"A,C,D,E","A,D,E"
random200,"A,C","A,C"
random200,"A,B",
random200,"A,D",D
random200,E,
random201,"B,D",B
random201,"A,C",
random201,"C,D,E","D,E"
random201,"A,B,D,E",
random201,"A,B,C,D,E","A,B,E"
random201,"B,D",D
random201,"B,E","B,E"
random201,"A,B,E",B
random201,"A,C,E","A,E"
random201,"C,D",C
random201,"A,D","A,D"
random201,D,D
random201,B,B
random201,"A,B,C,D","A,B,C"
random201,"A,C,E","A,E"
random201,"B,C","B,C"
random201,C,
random201,"A,B,C,E","A,B"
random201,"A,D,E","A,D,E"
random201,"C,D,E","C,E"
random201,"C,D,E",
random201,A,
random201,"A,B,C",C
random201,"A,B,D",
random201,"A,B,C",B
random201,"A,D",D
random201,"A,B,C,E",
random201,"D,E",E
random201,E,E
random201,A,A
random201,"C,D,E","C,E"
random201,"B,C",
random202,B,
random202,A,
random202,"A,B,D","A,D"
random202,"A,E",
random202,"B,C,D,E",
random202,"C,E",C
random202,"B,C,D","B,C"
random202,"A,B,D",A
random202,B,B
random202,B,B
random202,"B,D,E",
random202,"D,E",
random202,"A,D",
random202,"C,E",E
random202,"B,E","B,E"
random202,"A,E",E
random202,"A,B",
random202,"C,D,E",E
random202,"A,C,E",E
random202,"A,E",E
random202,"A,B,C",
random202,B,
random202,"B,C",
random202,"C,D,E",
random202,"C,D",C
random202,"A,B,D,E","A,B,D"
random202,"A,B,C,D,E",
random202,"A,B,C,D,E","A,B,C,D,E"
random202,"A,C",
random202,E,
random202,"D,E",
random202,"B,E",
random203,"A,B,C",B
random203,"A,B,C,D",D
random203,"A,B,D","A,B"
random203,"A,B,D",A
random203,"A,C,E","A,E"
random203,"A,B,D","A,B"
random203,"A,C",C
random203,"A,D",
random203,"A,C",
random203,"A,B,C,D,E","A,D"
random203,"B,E",E
random203,"A,E",
random203,"C,D",C
random203,"A,B",A
random203,"A,C,E",C
random203,"B,E",
random203,"A,B,D,E","B,D"
random203,"C,D",D
random203,"A,B","A,B"
random203,"A,D","A,D"
random203,"C,D",C
random203,"A,D,E","A,D,E"
random203,"B,C",C
random203,"A,B","A,B"
random203,A,
random203,"A,B,C,D","B,D"
random203,"B,C,D,E",
random203,"A,B,D","A,D"
random203,"C,E","C,E"
random203,E,E
random203,"A,C,D,E",
random203,"A,C,E",
random204,"B,C,E","B,C,E"
random204,"A,C,E","A,C"
random204,D,D
random204,"A,C,E","A,C,E"
random204,"A,D,E","A,D,E"
random204,"A,B,C,E",
random204,D,D
random204,"A,E",A
random204,E,E
random204,"A,E",
random204,"C,D",C
random204,"A,B,E",B
random204,"D,E",E
random204,A,
random204,"A,D,E",D
random204,"A,B,C,D,E","A,D"
random204,B,B
random204,"A,B,D",B
random204,"A,B",B
random204,"B,D",D
random204,"A,D,E",D
random204,"A,B,C",
random204,B,B
random204,"B,C,D","B,D"
random204,A,
random204,A,
random204,"C,D,E",
random204,"B,D,E","B,D,E"
random204,"A,B,E","A,E"
random204,"B,C,D","B,C"
random204,D,D
random204,"A,D,E","A,E"
random205,"B,C,E",
random205,"D,E",
random205,"A,C","A,C"
random205,"A,B,D,E","A,B"
random205,"A,B,D",A
random205,"D,E",
random205,A,
random205,"C,D",C
random205,E,E
random205,"B,C",B
random205,"A,C",A
random205,"B,D",
random205,"A,C",A
random205,"A,B,C","A,C"
random205,"A,B,D,E","B,D"
random205,B,B
random205,"A,B,C,D,E","A,C,E"
random205,"A,C,E",C
random205,B,B
random205,"C,D,E",
random205,"A,B,C,D,E","B,D"
random205,"B,C,D","B,C,D"
random205,"B,C",C
random205,"B,C",C
random205,"A,B,D",
random205,"A,C,E","A,C"
random205,"B,C,D,E",B
random205,"A,B,C,E","A,C"
random205,"B,D",
random205,"A,C,D,E","C,D"
random205,D,
random205,"B,C,D,E","B,D,E"
random206,B,B
random206,"A,C",C
random206,"A,D,E","D,E"
random206,"B,C,E","B,C,E"
random206,"B,C,D,E","C,D"
random206,"A,B,C,E","A,C"
random206,"A,B,C,E","B,E"
random206,"A,B,C,D",
random206,"B,C",
random206,E,
random206,"C,D,E","C,E"
random206,"B,D",D
random206,"A,C,E",A
random206,"A,B,C,D","B,C"
random206,"A,B,C,E",C
random206,"A,C,D",
random206,"C,E","C,E"
random206,A,
random206,D,D
random206,"A,B,D,E",E
random206,E,
random206,"A,C",C
random206,"A,D,E","A,E"
random206,"D,E",D
random206,"A,D,E","A,D"
random206,"B,D,E","B,D,E"
random206,"A,E","A,E"
random206,"A,E",A
random206,"D,E","D,E"
random206,"C,D",C
random206,"B,D",D
random206,"B,D",D
random207,"C,E",E
random207,"B,C",C
random207,"B,C,D,E",
random207,"B,C",C
random207,"A,C","A,C"
random207,"B,D,E",D
random207,A,A
random207,"A,B,C","A,B"
random207,"A,B","A,B"
random207,"B,D,E","B,E"
random207,"B,D",
random207,"A,B,C,D,E",
random207,C,C
random207,D,
random207,"A,C",
random207,"D,E",
random207,"A,E",E
random207,"B,C",C
random207,E,E
random207,"B,C,D","B,C,D"
random207,"A,B,E","A,E"
random207,"B,C,D,E","C,D,E"
random207,"A,C,D","A,C,D"
random207,"A,D",
random207,"A,B,C,D,E","A,C,D,E"
random207,"A,D,E",
random207,"B,D,E",E
random207,"A,D,E",E
random207,"C,D,E","D,E"
random207,"C,E",E
random207,"A,E",
random207,"B,D,E",
random208,"B,D",D
random208,"A,C",
random208,"C,D",
random208,"A,D,E",
random208,"D,E","D,E"
random208,"A,B,D,E",E
random208,"A,E",A
random208,"A,E",E
random208,"B,C",B
random208,"A,B,D","B,D"
random208,"B,E",
random208,"A,B,C,E",B
random208,"B,D",
random208,"B,D,E",E
random208,"B,C,D,E","C,D,E"
random208,A,A
random208,"A,B,E",E
random208,"B,D,E","D,E"
random208,"A,B,C,D",
random208,"A,C,E","A,E"
random208,"A,D",A
random208,"A,B,E",
random208,"B,C,D,E","B,C"
random208,"C,E","C,E"
random208,"A,B,C","A,C"
random208,"B,D,E",D
random208,"A,D,E",D
random208,"B,C,D,E","D,E"
random208,"B,E","B,E"
random208,B,B
random208,"A,B,C,D,E","A,E"
random208,"A,B,C,D,E","A,E"
random209,"A,B,C,E",B
random209,A,A
random209,"C,D,E",
random209,"B,C,D,E",E
random209,"B,C,D","B,C"
random209,"B,C,D,E",E
random209,"A,D","A,D"
random209,"B,C,D",C
random209,"B,C,E",
random209,"B,C,D,E",
random209,"B,D,E",E
random209,"C,E",E
random209,"A,E","A,E"
random209,"A,B,D,E","B,D"
random209,"D,E","D,E"
random209,"A,B,C,D,E",
random209,D,D
random209,"D,E",D
random209,E,
random209,"B,E",B
random209,"B,D,E",D
random209,"A,B,C,E","A,B,C,E"
random209,"A,D","A,D"
random209,"A,B,D","A,D"
random209,"B,E",B
random209,"C,D,E",
random209,"B,D,E",B
random209,"A,B,C,E","A,C,E"
random209,A,
random209,D,D
random209,"A,D,E","A,D"
random209,"A,B,C,D",
random210,"A,C,D",D
random210,"A,B,C,E","B,C"
random210,"A,C,D","A,C"
random210,C,
random210,"A,B,C",
random210,"C,D,E","C,D"
random210,"B,C,D,E","B,C,D,E"
random210,"A,E",A
random210,"D,E",
random210,"A,B,D","A,B"
random210,"B,E",B
random210,"A,B,C,D","B,C,D"
random210,"C,D,E","D,E"
random210,"A,D",
random210,"B,C","B,C"
random210,"A,E",
random210,C,
random210,E,
random210,"B,E",E
random210,C,
random210,"B,E","B,E"
random210,"B,C,E",E
random210,"A,B,C,D",
random210,D,D
random210,"A,C,E","A,C"
random210,"A,D",A
random210,"A,D,E","A,E"
random210,"B,C",
random210,"B,C",B
random210,"A,C,D,E",D
random210,"B,D",B
random210,"A,C,D,E","A,E"
random211,B,B
random211,"D,E","D,E"
random211,C,
random211,C,C
random211,"B,D,E","B,E"
random211,"A,B,C,E","C,E"
random211,"A,B,C",B
random211,"B,D","B,D"
random211,"A,B,D","A,D"
random211,"B,D,E",D
random211,"A,B,C","A,B"
random211,"A,B,C,D,E","A,D"
random211,"A,C",
random211,"C,D,E","D,E"
random211,"A,D,E","A,E"
random211,E,
random211,B,
random211,"C,E",
random211,"A,B,C",C
random211,"B,C,D",
random211,"C,D,E",D
random211,"B,C,E",
random211,A,A
random211,"C,D",C
random211,"C,E",
random211,"A,D,E","A,D,E"
random211,"C,D",C
random211,"A,C,D",
random211,"A,C",
random211,"B,C",C
random211,"D,E",E
random211,"A,B",
random212,"B,C,D","B,D"
random212,"A,B,C","A,C"
random212,"A,B,D,E","A,B,E"
random212,"A,E",
random212,"A,C,E","A,C,E"
random212,"A,D,E",
random212,"A,B,D","B,D"
random212,"B,D",
random212,"A,B,D,E","A,D"
random212,"A,C,E",A
random212,"C,E",
random212,"A,C,D","A,D"
random212,"D,E",E
random212,"A,B",B
random212,"A,B",B
random212,"A,B,D,E","A,B,D,E"
random212,"A,C,D",C
random212,"A,B,D",A
random212,"B,C,D,E","B,D,E"
random212,"A,D",
random212,"A,B,C,E",E
random212,"A,D,E","A,E"
random212,"A,B,D",
random212,"A,B,D,E",
random212,"A,B,C,D",D
random212,"A,B,D",D
random212,A,A
random212,"A,B,C",
random212,"A,C,E",
random212,A,
random212,"A,C,E",
random212,"B,C,E",B
random213,A,A
random213,"A,B",A
random213,"A,B",
random213,"B,D",
random213,"C,E",
random213,"A,B,C,D,E","A,E"
random213,"A,E",
random213,"B,E",
random213,"A,D,E","A,D"
random213,"B,D,E",
random213,A,A
random213,"C,E","C,E"
random213,E,
random213,A,A
random213,"C,D,E",C
random213,"A,B",A
random213,"B,D","B,D"
random213,"A,C,E",
random213,"A,B,C",B
random213,"A,C,E",E
random213,"B,C,D,E","B,D"
random213,"A,D","A,D"
random213,B,B
random213,"A,B,C,D,E","A,D,E"
random213,"A,C,D",
random213,"A,E","A,E"
random213,"A,D,E",D
random213,"A,B,C,E","A,C"
random213,"B,C",
random213,"C,E",C
random213,"A,B,D,E",D
random213,"A,D","A,D"
random214,"A,B,C,E",C
random214,"B,C,D","B,C,D"
random214,"A,B,D,E",A
random214,"A,C,D,E",
random214,"D,E",
random214,"B,C,D,E","C,E"
random214,"A,E",
random214,"B,C,D",C
random214,"A,B,C,D,E","A,C,E"
random214,"A,B",
random214,"B,C,D","B,D"
random214,"A,B,C,D,E","A,D"
random214,"B,C,E","B,E"
random214,"A,B,C,D,E",B
random214,"A,B,D","A,D"
random214,B,B
random214,"B,C",
random214,"B,C",
random214,"C,E",E
random214,"B,C","B,C"
random214,"A,D",A
random214,"A,C,D",C
random214,"A,B,E","A,B,E"
random214,"A,C",
random214,B,
random214,"A,B,C,D",
random214,"A,B,E",A
random214,"B,C,D","B,C,D"
random214,"C,D",D
random214,"A,B,C,E","A,B,E"
random214,A,
random214,"A,C,D","C,D"
random215,"A,E",
random215,"C,E",
random215,"A,B,E","A,E"
random215,"B,C","B,C"
random215,"B,D,E",
random215,D,
random215,E,
random215,"A,C,E","A,C,E"
random215,"A,B,C",
random215,"A,C,E",C
random215,"B,C,D,E","B,C,D"
random215,"A,D,E",
random215,"D,E",
random215,"A,D,E",
random215,D,
random215,"A,C,E",E
random215,"A,C",
random215,"A,B,C,D,E","A,C,E"
random215,"B,C",
random215,"A,B,C,E","A,B,E"
random215,"A,B",
random215,"A,D,E","A,D,E"
random215,"A,C,D",
random215,"A,B,E",
random215,A,
random215,"A,D","A,D"
random215,"A,B,C",
random215,"A,B,D,E","D,E"
random215,"B,C","B,C"
random215,"A,C","A,C"
random215,"A,E",A
random215,B,
random216,"A,B,C,D,E","C,E"
random216,"B,C,D,E","B,C,D"
random216,"A,C,D,E","C,D,E"
random216,"A,B,C,D",D
random216,"C,D,E","C,E"
random216,"D,E",D
random216,"A,E","A,E"
random216,"B,C,E","B,C"
random216,"A,B",
random216,D,D
random216,"C,D,E","C,D"
random216,"B,C,E",E
random216,"A,B,C,D",
random216,"B,D",
random216,"A,B,D,E","A,B,D"
random216,"A,C",
random216,"B,D",
random216,E,E
random216,"A,B,C,D,E","B,C,D"
random216,"A,E",
random216,"B,C,E",B
random216,E,E
random216,"A,E",
random216,"A,B,C,D","A,B,D"
random216,"A,B,D",A
random216,"B,C,D",B
random216,"A,C","A,C"
random216,"B,C,D",C
random216,E,
random216,"A,B,D",A
random216,"B,C,D",
random216,"B,C,D,E","C,D"
random217,"A,B,C,D,E","B,C,D,E"
random217,"A,B,D",A
random217,"A,B,C,D","B,D"
random217,"A,D",D
random217,D,
random217,B,
random217,"A,B,C,E","A,C,E"
random217,"B,D,E","B,D"
random217,"A,C,E","C,E"
random217,D,D
random217,"A,B,C",B
random217,"A,B","A,B"
random217,"A,D,E","A,E"
random217,B,
random217,"A,D,E","A,E"
random217,"C,D,E",D
random217,"B,C,D,E","B,C,D"
random217,E,E
random217,"A,B,D,E","B,E"
random217,B,
random217,"A,D,E",D
random217,"B,C",
random217,"A,B,C,E","A,B,E"
random217,"A,B,C,D,E","A,E"
random217,"A,C,D",
random217,B,
random217,"A,B,D,E",
random217,C,
random217,"A,D",A
random217,"D,E",E
random217,"A,B,D",
random217,"A,B,D,E","B,D,E"
random218,D,D
random218,A,A
random218,"B,C,E",
random218,"A,D,E","A,D,E"
random218,"A,B,D","A,B"
random218,"B,C","B,C"
random218,"B,E","B,E"
random218,"B,E",
random218,"A,B,C",
random218,"A,B,C,E",B
random218,"D,E",
random218,"B,D",D
random218,D,D
random218,"A,C,D,E","C,D,E"
random218,"A,B,C,E",C
random218,"B,E",B
random218,"A,B,D",
random218,"A,C,E","A,C,E"
random218,A,
random218,"A,C",C
random218,"A,B,C,D",
random218,"A,C",
random218,"A,B,C,D","C,D"
random218,"B,C,D","B,C,D"
random218,"A,B",A
random218,"B,C,E","B,C"
random218,"A,B,C,D","A,B,C"
random218,"D,E",E
random218,"C,D,E","C,E"
random218,"A,B,D",A
random218,"B,D,E","B,D,E"
random218,"A,B,C,D",
random219,"A,C,D","A,C,D"
random219,"A,B,C,D",A
random219,"B,D",D
random219,"B,D","B,D"
random219,C,C
random219,"C,D,E",
random219,"A,B,C,D,E",
random219,"B,C",B
random219,E,
random219,"A,D,E",A
random219,"D,E","D,E"
random219,"A,B,C,E",A
random219,"A,B,C,D",
random219,"A,D,E",
random219,"A,C,E",C
