"subject","menu","default","choice"
"random240","E","E","E"
"random240","A,E","E","E"
"random240","B,E","B","E"
"random240","A,B,E","A","B"
"random240","C,E","E","E"
"random240","A,C,E","A","C"
"random240","B,C,E","B","B"
"random240","A,B,C,E","E","B"
"random240","D,E","D","D"
"random240","A,D,E","A","A"
"random240","B,D,E","D","E"
"random240","A,B,D,E","D","D"
"random240","C,D,E","C","E"
"random240","A,C,D,E","C","D"
"random240","B,C,D,E","B","E"
"random240","A,B,C,D,E","C","A"
"random241","A","A","A"
"random241","B","B","B"
"random241","A,B","B","B"
"random241","C","C","C"
"random241","A,C","C","A"
"random241","B,C","C","B"
"random241","A,B,C","C","C"
"random241","D","D","D"
"random241","A,D","D","D"
"random241","B,D","B","B"
"random241","A,B,D","B","D"
"random241","C,D","D","D"
"random241","A,C,D","D","A"
"random241","B,C,D","C","B"
"random241","A,B,C,D","B","C"
"random241","E","E","E"
"random241","A,E","E","A"
"random241","B,E","B","B"
"random241","A,B,E","E","B"
"random241","C,E","E","C"
"random241","A,C,E","E","A"
"random241","B,C,E","C","B"
"random241","A,B,C,E","B","B"
"random241","D,E","E","D"
"random241","A,D,E","E","A"
"random241","B,D,E","E","D"
"random241","A,B,D,E","A","E"
"random241","C,D,E","D","C"
"random241","A,C,D,E","E","D"
"random241","B,C,D,E","C","E"
"random241","A,B,C,D,E","E","A"
"random242","A","A","A"
"random242","B","B","B"
"random242","A,B","A","A"
"random242","C","C","C"
"random242","A,C","A","C"
"random242","B,C","B","C"
"random242","A,B,C","B","B"
"random242","D","D","D"
"random242","A,D","D","A"
"random242","B,D","D","D"
"random242","A,B,D","B","D"
"random242","C,D","C","D"
"random242","A,C,D","D","D"
"random242","B,C,D","B","C"
"random242","A,B,C,D","A","B"
"random242","E","E","E"
"random242","A,E","E","A"
"random242","B,E","E","E"
"random242","A,B,E","A","B"
"random242","C,E","E","E"
"random242","A,C,E","A","E"
"random242","B,C,E","B","B"
"random242","A,B,C,E","A","E"
"random242","D,E","D","E"
"random242","A,D,E","A","A"
"random242","B,D,E","D","B"
"random242","A,B,D,E","D","A"
"random242","C,D,E","D","D"
"random242","A,C,D,E","D","D"
"random242","B,C,D,E","D","C"
"random242","A,B,C,D,E","A","A"
"random243","A","A","A"
"random243","B","B","B"
"random243","A,B","B","B"
"random243","C","C","C"
"random243","A,C","A","C"
"random243","B,C","C","C"
"random243","A,B,C","B","A"
"random243","D","D","D"
"random243","A,D","D","A"
"random243","B,D","B","B"
"random243","A,B,D","A","B"
"random243","C,D","D","D"
"random243","A,C,D","A","A"
"random243","B,C,D","C","C"
"random243","A,B,C,D","A","A"
"random243","E","E","E"
"random243","A,E","E","E"
"random243","B,E","E","B"
"random243","A,B,E","E","A"
"random243","C,E","C","C"
"random243","A,C,E","A","A"
"random243","B,C,E","B","E"
"random243","A,B,C,E","E","C"
"random243","D,E","E","E"
"random243","A,D,E","A","A"
"random243","B,D,E","B","D"
"random243","A,B,D,E","E","B"
"random243","C,D,E","C","E"
"random243","A,C,D,E","A","D"
"random243","B,C,D,E","B","E"
"random243","A,B,C,D,E","A","E"
"random244","A","A","A"
"random244","B","B","B"
"random244","A,B","A","A"
"random244","C","C","C"
"random244","A,C","A","C"
"random244","B,C","C","B"
"random244","A,B,C","C","A"
"random244","D","D","D"
"random244","A,D","A","D"
"random244","B,D","D","B"
"random244","A,B,D","B","D"
"random244","C,D","C","C"
"random244","A,C,D","D","A"
"random244","B,C,D","D","B"
"random244","A,B,C,D","D","C"
"random244","E","E","E"
"random244","A,E","A","E"
"random244","B,E","E","E"
"random244","A,B,E","B","B"
"random244","C,E","C","C"
"random244","A,C,E","E","C"
"random244","B,C,E","B","E"
"random244","A,B,C,E","A","A"
"random244","D,E","D","D"
"random244","A,D,E","D","D"
"random244","B,D,E","D","E"
"random244","A,B,D,E","A","E"
"random244","C,D,E","D","E"
"random244","A,C,D,E","E","C"
"random244","B,C,D,E","D","C"
"random244","A,B,C,D,E","D","B"
"random245","A","A","A"
"random245","B","B","B"
"random245","A,B","A","A"
"random245","C","C","C"
"random245","A,C","A","C"
"random245","B,C","C","B"
"random245","A,B,C","C","A"
"random245","D","D","D"
"random245","A,D","A","A"
"random245","B,D","D","D"
"random245","A,B,D","D","B"
"random245","C,D","C","C"
"random245","A,C,D","A","A"
"random245","B,C,D","B","B"
"random245","A,B,C,D","A","A"
"random245","E","E","E"
"random245","A,E","E","E"
"random245","B,E","E","B"
"random245","A,B,E","A","B"
"random245","C,E","E","C"
"random245","A,C,E","A","A"
"random245","B,C,E","B","E"
"random245","A,B,C,E","E","C"
"random245","D,E","E","D"
"random245","A,D,E","D","D"
"random245","B,D,E","E","B"
"random245","A,B,D,E","E","D"
"random245","C,D,E","D","E"
"random245","A,C,D,E","C","E"
"random245","B,C,D,E","D","D"
"random245","A,B,C,D,E","C","D"
"random246","A","A","A"
"random246","B","B","B"
"random246","A,B","B","B"
"random246","C","C","C"
"random246","A,C","C","A"
"random246","B,C","B","B"
"random246","A,B,C","C","B"
"random246","D","D","D"
"random246","A,D","D","D"
"random246","B,D","D","B"
"random246","A,B,D","B","D"
"random246","C,D","D","D"
"random246","A,C,D","C","C"
"random246","B,C,D","D","D"
"random246","A,B,C,D","A","D"
"random246","E","E","E"
"random246","A,E","A","A"
"random246","B,E","B","E"
"random246","A,B,E","A","B"
"random246","C,E","C","E"
"random246","A,C,E","E","E"
"random246","B,C,E","E","E"
"random246","A,B,C,E","B","C"
"random246","D,E","E","D"
"random246","A,D,E","A","D"
"random246","B,D,E","E","D"
"random246","A,B,D,E","A","A"
"random246","C,D,E","D","E"
"random246","A,C,D,E","A","E"
"random246","B,C,D,E","C","B"
"random246","A,B,C,D,E","B","E"
"random247","A","A","A"
"random247","B","B","B"
"random247","A,B","A","B"
"random247","C","C","C"
"random247","A,C","A","C"
"random247","B,C","B","C"
"random247","A,B,C","A","A"
"random247","D","D","D"
"random247","A,D","A","D"
"random247","B,D","D","D"
"random247","A,B,D","A","D"
"random247","C,D","D","C"
"random247","A,C,D","C","D"
"random247","B,C,D","D","B"
"random247","A,B,C,D","A","C"
"random247","E","E","E"
"random247","A,E","E","A"
"random247","B,E","E","B"
"random247","A,B,E","B","A"
"random247","C,E","C","E"
"random247","A,C,E","E","C"
"random247","B,C,E","C","E"
"random247","A,B,C,E","E","A"
"random247","D,E","E","D"
"random247","A,D,E","A","E"
"random247","B,D,E","B","E"
"random247","A,B,D,E","D","B"
"random247","C,D,E","E","E"
"random247","A,C,D,E","A","D"
"random247","B,C,D,E","D","B"
"random247","A,B,C,D,E","A","D"
"random248","A","A","A"
"random248","B","B","B"
"random248","A,B","A","B"
"random248","C","C","C"
"random248","A,C","C","C"
"random248","B,C","B","C"
"random248","A,B,C","C","B"
"random248","D","D","D"
"random248","A,D","D","A"
"random248","B,D","D","B"
"random248","A,B,D","D","A"
"random248","C,D","D","D"
"random248","A,C,D","D","C"
"random248","B,C,D","D","B"
"random248","A,B,C,D","B","A"
"random248","E","E","E"
"random248","A,E","A","E"
"random248","B,E","E","B"
"random248","A,B,E","B","E"
"random248","C,E","C","C"
"random248","A,C,E","A","A"
"random248","B,C,E","E","B"
"random248","A,B,C,E","B","A"
"random248","D,E","D","D"
"random248","A,D,E","A","A"
"random248","B,D,E","E","B"
"random248","A,B,D,E","E","B"
"random248","C,D,E","E","E"
"random248","A,C,D,E","D","A"
"random248","B,C,D,E","D","C"
"random248","A,B,C,D,E","A","D"
"random249","A","A","A"
"random249","B","B","B"
"random249","A,B","B","B"
"random249","C","C","C"
"random249","A,C","C","C"
"random249","B,C","C","B"
"random249","A,B,C","B","C"
"random249","D","D","D"
"random249","A,D","D","A"
"random249","B,D","D","D"
"random249","A,B,D","D","B"
"random249","C,D","C","C"
"random249","A,C,D","D","C"
"random249","B,C,D","D","C"
"random249","A,B,C,D","A","D"
"random249","E","E","E"
"random249","A,E","A","A"
"random249","B,E","B","E"
"random249","A,B,E","E","B"
"random249","C,E","C","E"
"random249","A,C,E","C","A"
"random249","B,C,E","E","C"
"random249","A,B,C,E","C","C"
"random249","D,E","E","E"
"random249","A,D,E","A","E"
"random249","B,D,E","E","B"
"random249","A,B,D,E","D","D"
"random249","C,D,E","E","C"
"random249","A,C,D,E","E","D"
"random249","B,C,D,E","D","C"
"random249","A,B,C,D,E","A","D"
"random250","A","A","A"
"random250","B","B","B"
"random250","A,B","A","B"
"random250","C","C","C"
"random250","A,C","C","C"
"random250","B,C","C","C"
"random250","A,B,C","A","C"
"random250","D","D","D"
"random250","A,D","A","D"
"random250","B,D","D","B"
"random250","A,B,D","B","A"
"random250","C,D","D","C"
"random250","A,C,D","C","C"
"random250","B,C,D","C","D"
"random250","A,B,C,D","D","D"
"random250","E","E","E"
"random250","A,E","E","A"
"random250","B,E","B","E"
"random250","A,B,E","B","A"
"random250","C,E","E","C"
"random250","A,C,E","E","C"
"random250","B,C,E","B","B"
"random250","A,B,C,E","B","A"
"random250","D,E","D","E"
"random250","A,D,E","E","A"
"random250","B,D,E","E","E"
"random250","A,B,D,E","E","D"
"random250","C,D,E","D","D"
"random250","A,C,D,E","D","C"
"random250","B,C,D,E","B","D"
"random250","A,B,C,D,E","A","E"
"random251","A","A","A"
"random251","B","B","B"
"random251","A,B","B","B"
"random251","C","C","C"
"random251","A,C","C","A"
"random251","B,C","B","B"
"random251","A,B,C","C","B"
"random251","D","D","D"
"random251","A,D","D","D"
"random251","B,D","D","D"
"random251","A,B,D","D","A"
"random251","C,D","D","C"
"random251","A,C,D","D","D"
"random251","B,C,D","D","B"
"random251","A,B,C,D","D","A"
"random251","E","E","E"
"random251","A,E","A","A"
"random251","B,E","E","B"
"random251","A,B,E","A","B"
"random251","C,E","C","E"
"random251","A,C,E","C","C"
"random251","B,C,E","B","C"
"random251","A,B,C,E","B","A"
"random251","D,E","E","D"
"random251","A,D,E","A","E"
"random251","B,D,E","B","E"
"random251","A,B,D,E","D","A"
"random251","C,D,E","E","C"
"random251","A,C,D,E","A","A"
"random251","B,C,D,E","D","C"
"random251","A,B,C,D,E","E","E"
"random252","A","A","A"
"random252","B","B","B"
"random252","A,B","B","A"
"random252","C","C","C"
"random252","A,C","A","A"
"random252","B,C","C","C"
"random252","A,B,C","A","B"
"random252","D","D","D"
"random252","A,D","A","A"
"random252","B,D","D","B"
"random252","A,B,D","A","A"
"random252","C,D","C","C"
"random252","A,C,D","A","D"
"random252","B,C,D","C","B"
"random252","A,B,C,D","D","B"
"random252","E","E","E"
"random252","A,E","A","E"
"random252","B,E","E","B"
"random252","A,B,E","A","A"
"random252","C,E","E","E"
"random252","A,C,E","A","A"
"random252","B,C,E","E","B"
"random252","A,B,C,E","E","E"
"random252","D,E","E","E"
"random252","A,D,E","A","A"
"random252","B,D,E","D","E"
"random252","A,B,D,E","E","D"
"random252","C,D,E","D","E"
"random252","A,C,D,E","E","D"
"random252","B,C,D,E","D","B"
"random252","A,B,C,D,E","E","E"
"random253","A","A","A"
"random253","B","B","B"
"random253","A,B","A","B"
"random253","C","C","C"
"random253","A,C","A","A"
"random253","B,C","B","B"
"random253","A,B,C","B","C"
"random253","D","D","D"
"random253","A,D","A","A"
"random253","B,D","B","B"
"random253","A,B,D","A","D"
"random253","C,D","C","D"
"random253","A,C,D","D","D"
"random253","B,C,D","C","B"
"random253","A,B,C,D","D","D"
"random253","E","E","E"
"random253","A,E","A","A"
"random253","B,E","B","B"
"random253","A,B,E","B","A"
"random253","C,E","E","C"
"random253","A,C,E","A","C"
"random253","B,C,E","C","C"
"random253","A,B,C,E","E","A"
"random253","D,E","D","D"
"random253","A,D,E","D","A"
"random253","B,D,E","E","B"
"random253","A,B,D,E","B","E"
"random253","C,D,E","E","C"
"random253","A,C,D,E","C","E"
"random253","B,C,D,E","C","B"
"random253","A,B,C,D,E","E","E"
"random254","A","A","A"
"random254","B","B","B"
"random254","A,B","A","B"
"random254","C","C","C"
"random254","A,C","A","A"
"random254","B,C","B","B"
"random254","A,B,C","C","A"
"random254","D","D","D"
"random254","A,D","D","A"
"random254","B,D","D","D"
"random254","A,B,D","B","D"
"random254","C,D","C","C"
"random254","A,C,D","A","A"
"random254","B,C,D","D","B"
"random254","A,B,C,D","A","C"
"random254","E","E","E"
"random254","A,E","A","A"
"random254","B,E","B","B"
"random254","A,B,E","B","B"
"random254","C,E","E","C"
"random254","A,C,E","A","C"
"random254","B,C,E","B","C"
"random254","A,B,C,E","C","B"
"random254","D,E","D","E"
"random254","A,D,E","A","A"
"random254","B,D,E","B","B"
"random254","A,B,D,E","A","A"
"random254","C,D,E","D","C"
"random254","A,C,D,E","C","A"
"random254","B,C,D,E","E","D"
"random254","A,B,C,D,E","B","E"
"random255","A","A","A"
"random255","B","B","B"
"random255","A,B","B","A"
"random255","C","C","C"
"random255","A,C","A","C"
"random255","B,C","C","B"
"random255","A,B,C","A","B"
"random255","D","D","D"
"random255","A,D","D","A"
"random255","B,D","B","D"
"random255","A,B,D","A","D"
"random255","C,D","D","C"
"random255","A,C,D","A","D"
"random255","B,C,D","C","C"
"random255","A,B,C,D","A","D"
"random255","E","E","E"
"random255","A,E","E","E"
"random255","B,E","B","B"
"random255","A,B,E","E","B"
"random255","C,E","E","E"
"random255","A,C,E","C","C"
"random255","B,C,E","E","B"
"random255","A,B,C,E","A","C"
"random255","D,E","D","D"
"random255","A,D,E","A","A"
"random255","B,D,E","B","B"
"random255","A,B,D,E","E","B"
"random255","C,D,E","E","C"
"random255","A,C,D,E","A","D"
"random255","B,C,D,E","E","D"
"random255","A,B,C,D,E","E","B"
"random256","A","A","A"
"random256","B","B","B"
"random256","A,B","A","B"
"random256","C","C","C"
"random256","A,C","C","C"
"random256","B,C","C","C"
"random256","A,B,C","C","C"
"random256","D","D","D"
"random256","A,D","D","D"
"random256","B,D","D","D"
"random256","A,B,D","A","A"
"random256","C,D","C","D"
"random256","A,C,D","D","C"
"random256","B,C,D","D","B"
"random256","A,B,C,D","A","C"
"random256","E","E","E"
"random256","A,E","A","A"
"random256","B,E","B","E"
"random256","A,B,E","B","E"
"random256","C,E","C","C"
"random256","A,C,E","E","A"
"random256","B,C,E","B","B"
"random256","A,B,C,E","B","C"
"random256","D,E","E","E"
"random256","A,D,E","E","A"
"random256","B,D,E","B","B"
"random256","A,B,D,E","E","E"
"random256","C,D,E","D","D"
"random256","A,C,D,E","A","D"
"random256","B,C,D,E","B","D"
"random256","A,B,C,D,E","E","E"
"random257","A","A","A"
"random257","B","B","B"
"random257","A,B","B","A"
"random257","C","C","C"
"random257","A,C","A","A"
"random257","B,C","B","C"
"random257","A,B,C","A","B"
"random257","D","D","D"
"random257","A,D","D","D"
"random257","B,D","B","B"
"random257","A,B,D","D","B"
"random257","C,D","D","D"
"random257","A,C,D","C","D"
"random257","B,C,D","B","D"
"random257","A,B,C,D","C","A"
"random257","E","E","E"
"random257","A,E","A","E"
"random257","B,E","B","B"
"random257","A,B,E","A","E"
"random257","C,E","C","E"
"random257","A,C,E","E","E"
"random257","B,C,E","E","C"
"random257","A,B,C,E","C","C"
"random257","D,E","D","D"
"random257","A,D,E","E","A"
"random257","B,D,E","E","E"
"random257","A,B,D,E","B","E"
"random257","C,D,E","E","E"
"random257","A,C,D,E","E","C"
"random257","B,C,D,E","B","D"
"random257","A,B,C,D,E","D","D"
"random258","A","A","A"
"random258","B","B","B"
"random258","A,B","A","A"
"random258","C","C","C"
"random258","A,C","C","C"
"random258","B,C","C","B"
"random258","A,B,C","C","B"
"random258","D","D","D"
"random258","A,D","A","D"
"random258","B,D","D","D"
"random258","A,B,D","B","B"
"random258","C,D","D","D"
"random258","A,C,D","A","C"
"random258","B,C,D","B","B"
"random258","A,B,C,D","C","B"
"random258","E","E","E"
"random258","A,E","A","A"
"random258","B,E","B","E"
"random258","A,B,E","E","B"
"random258","C,E","E","E"
"random258","A,C,E","C","C"
"random258","B,C,E","B","E"
"random258","A,B,C,E","C","B"
"random258","D,E","E","E"
"random258","A,D,E","A","D"
"random258","B,D,E","D","E"
"random258","A,B,D,E","E","A"
"random258","C,D,E","E","D"
"random258","A,C,D,E","D","E"
"random258","B,C,D,E","C","D"
"random258","A,B,C,D,E","E","D"
"random259","A","A","A"
"random259","B","B","B"
"random259","A,B","B","A"
"random259","C","C","C"
"random259","A,C","C","C"
"random259","B,C","B","C"
"random259","A,B,C","C","A"
"random259","D","D","D"
"random259","A,D","A","D"
"random259","B,D","D","D"
"random259","A,B,D","D","A"
"random259","C,D","C","C"
"random259","A,C,D","A","C"
"random259","B,C,D","D","C"
"random259","A,B,C,D","A","A"
"random259","E","E","E"
"random259","A,E","E","E"
"random259","B,E","B","B"
"random259","A,B,E","B","A"
"random259","C,E","C","E"
"random259","A,C,E","C","E"
"random259","B,C,E","B","C"
"random259","A,B,C,E","E","C"
"random259","D,E","E","E"
"random259","A,D,E","A","D"
"random259","B,D,E","D","D"
"random259","A,B,D,E","B","D"
"random259","C,D,E","D","E"
"random259","A,C,D,E","E","A"
"random259","B,C,D,E","D","C"
"random259","A,B,C,D,E","B","E"
"random260","A","A","A"
"random260","B","B","B"
"random260","A,B","A","A"
"random260","C","C","C"
"random260","A,C","C","A"
"random260","B,C","C","C"
"random260","A,B,C","B","A"
"random260","D","D","D"
"random260","A,D","D","A"
"random260","B,D","B","B"
"random260","A,B,D","D","A"
"random260","C,D","D","D"
"random260","A,C,D","A","D"
"random260","B,C,D","D","D"
"random260","A,B,C,D","D","C"
"random260","E","E","E"
"random260","A,E","A","E"
"random260","B,E","E","E"
"random260","A,B,E","E","A"
"random260","C,E","C","E"
"random260","A,C,E","A","A"
"random260","B,C,E","B","B"
"random260","A,B,C,E","B","E"
"random260","D,E","D","D"
"random260","A,D,E","A","E"
"random260","B,D,E","E","E"
"random260","A,B,D,E","A","B"
"random260","C,D,E","D","E"
"random260","A,C,D,E","A","A"
"random260","B,C,D,E","E","D"
"random260","A,B,C,D,E","E","C"
"random261","A","A","A"
"random261","B","B","B"
"random261","A,B","B","A"
"random261","C","C","C"
"random261","A,C","C","C"
"random261","B,C","C","B"
"random261","A,B,C","B","B"
"random261","D","D","D"
"random261","A,D","A","A"
"random261","B,D","D","B"
"random261","A,B,D","D","B"
"random261","C,D","D","C"
"random261","A,C,D","A","C"
"random261","B,C,D","B","B"
"random261","A,B,C,D","A","C"
"random261","E","E","E"
"random261","A,E","E","E"
"random261","B,E","B","E"
"random261","A,B,E","A","A"
"random261","C,E","E","E"
"random261","A,C,E","A","A"
"random261","B,C,E","C","C"
"random261","A,B,C,E","A","B"
"random261","D,E","D","E"
"random261","A,D,E","D","E"
"random261","B,D,E","D","D"
"random261","A,B,D,E","E","A"
"random261","C,D,E","E","D"
"random261","A,C,D,E","D","C"
"random261","B,C,D,E","C","B"
"random261","A,B,C,D,E","A","A"
"random262","A","A","A"
"random262","B","B","B"
"random262","A,B","A","A"
"random262","C","C","C"
"random262","A,C","C","C"
"random262","B,C","B","C"
"random262","A,B,C","A","C"
"random262","D","D","D"
"random262","A,D","D","A"
"random262","B,D","B","B"
"random262","A,B,D","B","A"
"random262","C,D","C","D"
"random262","A,C,D","D","D"
"random262","B,C,D","C","D"
"random262","A,B,C,D","C","A"
"random262","E","E","E"
"random262","A,E","A","A"
"random262","B,E","B","B"
"random262","A,B,E","B","E"
"random262","C,E","E","E"
"random262","A,C,E","C","C"
"random262","B,C,E","E","C"
"random262","A,B,C,E","A","B"
"random262","D,E","E","D"
"random262","A,D,E","D","E"
"random262","B,D,E","E","B"
"random262","A,B,D,E","D","B"
"random262","C,D,E","D","D"
"random262","A,C,D,E","C","C"
"random262","B,C,D,E","B","E"
"random262","A,B,C,D,E","C","A"
"random263","A","A","A"
"random263","B","B","B"
"random263","A,B","B","A"
"random263","C","C","C"
"random263","A,C","A","A"
"random263","B,C","C","B"
"random263","A,B,C","C","A"
"random263","D","D","D"
"random263","A,D","D","D"
"random263","B,D","B","B"
"random263","A,B,D","A","D"
"random263","C,D","D","D"
"random263","A,C,D","D","C"
"random263","B,C,D","C","B"
"random263","A,B,C,D","B","D"
"random263","E","E","E"
"random263","A,E","E","A"
"random263","B,E","B","E"
"random263","A,B,E","B","E"
"random263","C,E","E","E"
"random263","A,C,E","E","C"
"random263","B,C,E","E","C"
"random263","A,B,C,E","A","B"
"random263","D,E","E","D"
"random263","A,D,E","D","A"
"random263","B,D,E","E","D"
"random263","A,B,D,E","D","E"
"random263","C,D,E","E","E"
"random263","A,C,D,E","A","C"
"random263","B,C,D,E","D","D"
"random263","A,B,C,D,E","A","B"
"random264","A","A","A"
"random264","B","B","B"
"random264","A,B","B","B"
"random264","C","C","C"
"random264","A,C","C","C"
"random264","B,C","B","B"
"random264","A,B,C","C","A"
"random264","D","D","D"
"random264","A,D","D","D"
"random264","B,D","B","D"
"random264","A,B,D","D","B"
"random264","C,D","C","C"
"random264","A,C,D","C","C"
"random264","B,C,D","C","C"
"random264","A,B,C,D","C","A"
"random264","E","E","E"
"random264","A,E","E","E"
"random264","B,E","B","B"
"random264","A,B,E","E","A"
"random264","C,E","C","C"
"random264","A,C,E","E","E"
"random264","B,C,E","E","E"
"random264","A,B,C,E","C","A"
"random264","D,E","D","E"
"random264","A,D,E","E","A"
"random264","B,D,E","B","B"
"random264","A,B,D,E","D","D"
"random264","C,D,E","D","D"
"random264","A,C,D,E","D","C"
"random264","B,C,D,E","D","B"
"random264","A,B,C,D,E","D","B"
"random265","A","A","A"
"random265","B","B","B"
"random265","A,B","B","A"
"random265","C","C","C"
"random265","A,C","A","C"
"random265","B,C","C","C"
"random265","A,B,C","A","C"
"random265","D","D","D"
"random265","A,D","A","A"
"random265","B,D","B","B"
"random265","A,B,D","D","A"
"random265","C,D","D","C"
"random265","A,C,D","D","A"
"random265","B,C,D","D","B"
"random265","A,B,C,D","B","C"
"random265","E","E","E"
"random265","A,E","A","E"
"random265","B,E","B","B"
"random265","A,B,E","E","E"
"random265","C,E","E","E"
"random265","A,C,E","A","A"
"random265","B,C,E","C","E"
"random265","A,B,C,E","E","A"
"random265","D,E","D","E"
"random265","A,D,E","E","D"
"random265","B,D,E","E","E"
"random265","A,B,D,E","B","A"
"random265","C,D,E","E","E"
"random265","A,C,D,E","D","E"
"random265","B,C,D,E","D","B"
"random265","A,B,C,D,E","D","E"
"random266","A","A","A"
"random266","B","B","B"
"random266","A,B","A","A"
"random266","C","C","C"
"random266","A,C","A","C"
"random266","B,C","B","B"
"random266","A,B,C","C","C"
"random266","D","D","D"
"random266","A,D","D","A"
"random266","B,D","B","D"
"random266","A,B,D","B","A"
"random266","C,D","C","C"
"random266","A,C,D","D","A"
"random266","B,C,D","D","C"
"random266","A,B,C,D","B","C"
"random266","E","E","E"
"random266","A,E","E","E"
"random266","B,E","B","E"
"random266","A,B,E","B","E"
"random266","C,E","C","C"
"random266","A,C,E","E","A"
"random266","B,C,E","E","C"
"random266","A,B,C,E","C","E"
"random266","D,E","D","D"
"random266","A,D,E","A","D"
"random266","B,D,E","B","D"
"random266","A,B,D,E","B","D"
"random266","C,D,E","C","E"
"random266","A,C,D,E","C","A"
"random266","B,C,D,E","D","C"
"random266","A,B,C,D,E","D","A"
"random267","A","A","A"
"random267","B","B","B"
"random267","A,B","A","A"
"random267","C","C","C"
"random267","A,C","A","A"
"random267","B,C","C","C"
"random267","A,B,C","B","C"
"random267","D","D","D"
"random267","A,D","D","A"
"random267","B,D","B","B"
"random267","A,B,D","D","B"
"random267","C,D","D","D"
"random267","A,C,D","C","C"
"random267","B,C,D","B","B"
"random267","A,B,C,D","D","A"
"random267","E","E","E"
"random267","A,E","A","A"
"random267","B,E","E","B"
"random267","A,B,E","A","B"
"random267","C,E","C","E"
"random267","A,C,E","A","E"
"random267","B,C,E","B","B"
"random267","A,B,C,E","C","E"
"random267","D,E","E","E"
"random267","A,D,E","E","D"
"random267","B,D,E","B","B"
"random267","A,B,D,E","E","A"
"random267","C,D,E","C","D"
"random267","A,C,D,E","D","A"
"random267","B,C,D,E","E","E"
"random267","A,B,C,D,E","A","A"
"random268","A","A","A"
"random268","B","B","B"
"random268","A,B","B","A"
"random268","C","C","C"
"random268","A,C","C","A"
"random268","B,C","C","B"
"random268","A,B,C","B","A"
"random268","D","D","D"
"random268","A,D","D","D"
"random268","B,D","B","D"
"random268","A,B,D","A","D"
"random268","C,D","D","C"
"random268","A,C,D","D","D"
"random268","B,C,D","C","C"
"random268","A,B,C,D","C","C"
"random268","E","E","E"
"random268","A,E","A","A"
"random268","B,E","E","B"
"random268","A,B,E","B","A"
"random268","C,E","C","C"
"random268","A,C,E","E","A"
"random268","B,C,E","B","B"
"random268","A,B,C,E","E","E"
"random268","D,E","D","E"
"random268","A,D,E","A","D"
"random268","B,D,E","D","E"
"random268","A,B,D,E","A","E"
"random268","C,D,E","D","D"
"random268","A,C,D,E","E","C"
"random268","B,C,D,E","E","C"
"random268","A,B,C,D,E","B","B"
"random269","A","A","A"
"random269","B","B","B"
"random269","A,B","A","B"
"random269","C","C","C"
"random269","A,C","A","C"
"random269","B,C","C","C"
"random269","A,B,C","A","A"
"random269","D","D","D"
"random269","A,D","D","D"
"random269","B,D","D","D"
"random269","A,B,D","B","B"
"random269","C,D","C","C"
"random269","A,C,D","D","A"
"random269","B,C,D","B","B"
"random269","A,B,C,D","B","A"
"random269","E","E","E"
"random269","A,E","A","E"
"random269","B,E","E","E"
"random269","A,B,E","A","A"
"random269","C,E","C","C"
"random269","A,C,E","A","A"
"random269","B,C,E","E","C"
"random269","A,B,C,E","A","A"
"random269","D,E","D","D"
"random269","A,D,E","D","E"
"random269","B,D,E","B","D"
"random269","A,B,D,E","D","E"
"random269","C,D,E","E","E"
"random269","A,C,D,E","D","A"
"random269","B,C,D,E","D","B"
"random269","A,B,C,D,E","A","B"
"random270","A","A","A"
"random270","B","B","B"
"random270","A,B","A","A"
"random270","C","C","C"
"random270","A,C","A","A"
"random270","B,C","C","B"
"random270","A,B,C","A","C"
"random270","D","D","D"
"random270","A,D","A","D"
"random270","B,D","B","D"
"random270","A,B,D","B","B"
"random270","C,D","D","D"
"random270","A,C,D","D","C"
"random270","B,C,D","D","C"
"random270","A,B,C,D","C","B"
"random270","E","E","E"
"random270","A,E","E","E"
"random270","B,E","B","E"
"random270","A,B,E","B","A"
"random270","C,E","C","C"
"random270","A,C,E","C","E"
"random270","B,C,E","B","C"
"random270","A,B,C,E","A","C"
"random270","D,E","D","E"
"random270","A,D,E","D","E"
"random270","B,D,E","B","D"
"random270","A,B,D,E","B","B"
"random270","C,D,E","C","E"
"random270","A,C,D,E","A","D"
"random270","B,C,D,E","D","B"
"random270","A,B,C,D,E","B","A"
"random271","A","A","A"
"random271","B","B","B"
"random271","A,B","B","B"
"random271","C","C","C"
"random271","A,C","C","A"
"random271","B,C","C","C"
"random271","A,B,C","A","B"
"random271","D","D","D"
"random271","A,D","D","A"
"random271","B,D","B","D"
"random271","A,B,D","B","B"
"random271","C,D","C","C"
"random271","A,C,D","D","A"
"random271","B,C,D","B","D"
"random271","A,B,C,D","A","A"
"random271","E","E","E"
"random271","A,E","A","E"
"random271","B,E","B","B"
"random271","A,B,E","A","E"
"random271","C,E","E","E"
"random271","A,C,E","C","E"
"random271","B,C,E","C","B"
"random271","A,B,C,E","C","C"
"random271","D,E","D","D"
"random271","A,D,E","D","E"
"random271","B,D,E","B","B"
"random271","A,B,D,E","E","B"
"random271","C,D,E","D","E"
"random271","A,C,D,E","C","A"
"random271","B,C,D,E","C","D"
"random271","A,B,C,D,E","D","E"
"random272","A","A","A"
"random272","B","B","B"
"random272","A,B","A","A"
"random272","C","C","C"
"random272","A,C","C","C"
"random272","B,C","B","C"
"random272","A,B,C","A","C"
"random272","D","D","D"
"random272","A,D","D","D"
"random272","B,D","D","B"
